"country";"variable";"percentile";"year";"value";"age";"pop"
"IT";"tptincj992";"p0p92";1950;"5877.400000000001";992;"j"
"IT";"tptincj992";"p0p92";1960;"9407.300000000001";992;"j"
"IT";"tptincj992";"p0p92";1970;"16999.5";992;"j"
"IT";"tptincj992";"p0p92";1980;"21353.3";992;"j"
"IT";"tptincj992";"p0p92";1981;"21279.3";992;"j"
"IT";"tptincj992";"p0p92";1982;"21141.6";992;"j"
"IT";"tptincj992";"p0p92";1983;"21248.7";992;"j"
"IT";"tptincj992";"p0p92";1984;"21597.4";992;"j"
"IT";"tptincj992";"p0p92";1985;"21779.8";992;"j"
"IT";"tptincj992";"p0p92";1986;"21898.8";992;"j"
"IT";"tptincj992";"p0p92";1987;"22228.2";992;"j"
"IT";"tptincj992";"p0p92";1988;"22658.3";992;"j"
"IT";"tptincj992";"p0p92";1989;"23075.5";992;"j"
"IT";"tptincj992";"p0p92";1990;"23185.5";992;"j"
"IT";"tptincj992";"p0p92";1991;"23238.7";992;"j"
"IT";"tptincj992";"p0p92";1992;"22977.7";992;"j"
"IT";"tptincj992";"p0p92";1993;"22366.3";992;"j"
"IT";"tptincj992";"p0p92";1994;"22469.2";992;"j"
"IT";"tptincj992";"p0p92";1995;"22814.2";992;"j"
"IT";"tptincj992";"p0p92";1996;"23074.9";992;"j"
"IT";"tptincj992";"p0p92";1997;"23372.2";992;"j"
"IT";"tptincj992";"p0p92";1998;"23418.7";992;"j"
"IT";"tptincj992";"p0p92";1999;"23895.4";992;"j"
"IT";"tptincj992";"p0p92";2000;"24342.8";992;"j"
"IT";"tptincj992";"p0p92";2001;"24613.5";992;"j"
"IT";"tptincj992";"p0p92";2002;"24670.5";992;"j"
"IT";"tptincj992";"p0p92";2003;"24449.5";992;"j"
"IT";"tptincj992";"p0p92";2004;"24487.3";992;"j"
"IT";"tptincj992";"p0p92";2005;"24796.3";992;"j"
"IT";"tptincj992";"p0p92";2006;"25072.1";992;"j"
"IT";"tptincj992";"p0p92";2007;"25158.3";992;"j"
"IT";"tptincj992";"p0p92";2008;"24858";992;"j"
"IT";"tptincj992";"p0p92";2009;"23380";992;"j"
"IT";"tptincj992";"p0p92";2010;"23267.8";992;"j"
"IT";"tptincj992";"p0p92";2011;"23022";992;"j"
"IT";"tptincj992";"p0p92";2012;"21646.2";992;"j"
"IT";"tptincj992";"p0p92";2013;"21172.7";992;"j"
"IT";"tptincj992";"p0p92";2014;"21283.7";992;"j"
"IT";"tptincj992";"p0p92";2015;"21593.3";992;"j"
"IT";"tptincj992";"p0p92";2016;"21548.1";992;"j"
"IT";"tptincj992";"p0p92";2017;"21717.7";992;"j"
"IT";"tptincj992";"p0p92";2018;"22097.2";992;"j"
"IT";"tptincj992";"p0p92";2019;"22194.2";992;"j"
"IT";"tptincj992";"p0p92";2020;"20024";992;"j"
"IT";"tptincj992";"p0p92";2021;"21859.3";992;"j"
"IT";"tptincj992";"p0p92";2022;"22667.5";992;"j"
"IT";"tptincj992";"p0p92";2023;"22843.6";992;"j"
"IT";"tptincj992";"p0p93";1820;"1502.9";992;"j"
"IT";"tptincj992";"p0p93";1850;"1404.3";992;"j"
"IT";"tptincj992";"p0p93";1880;"1632.1";992;"j"
"IT";"tptincj992";"p0p93";1900;"1990";992;"j"
"IT";"tptincj992";"p0p93";1910;"2424.2";992;"j"
"IT";"tptincj992";"p0p93";1920;"2868.4";992;"j"
"IT";"tptincj992";"p0p93";1930;"3423.8";992;"j"
"IT";"tptincj992";"p0p93";1940;"2976.1";992;"j"
"IT";"tptincj992";"p0p93";1950;"6039";992;"j"
"IT";"tptincj992";"p0p93";1960;"9677";992;"j"
"IT";"tptincj992";"p0p93";1970;"17385.2";992;"j"
"IT";"tptincj992";"p0p93";1980;"21932.1";992;"j"
"IT";"tptincj992";"p0p93";1981;"21845.6";992;"j"
"IT";"tptincj992";"p0p93";1982;"21703";992;"j"
"IT";"tptincj992";"p0p93";1983;"21811";992;"j"
"IT";"tptincj992";"p0p93";1984;"22173.3";992;"j"
"IT";"tptincj992";"p0p93";1985;"22361.8";992;"j"
"IT";"tptincj992";"p0p93";1986;"22488.9";992;"j"
"IT";"tptincj992";"p0p93";1987;"22840.4";992;"j"
"IT";"tptincj992";"p0p93";1988;"23304.2";992;"j"
"IT";"tptincj992";"p0p93";1989;"23739.7";992;"j"
"IT";"tptincj992";"p0p93";1990;"23860.7";992;"j"
"IT";"tptincj992";"p0p93";1991;"23905.7";992;"j"
"IT";"tptincj992";"p0p93";1992;"23646.3";992;"j"
"IT";"tptincj992";"p0p93";1993;"23031.3";992;"j"
"IT";"tptincj992";"p0p93";1994;"23141.7";992;"j"
"IT";"tptincj992";"p0p93";1995;"23505.5";992;"j"
"IT";"tptincj992";"p0p93";1996;"23781.6";992;"j"
"IT";"tptincj992";"p0p93";1997;"24096.9";992;"j"
"IT";"tptincj992";"p0p93";1998;"24154.8";992;"j"
"IT";"tptincj992";"p0p93";1999;"24651.8";992;"j"
"IT";"tptincj992";"p0p93";2000;"25122.7";992;"j"
"IT";"tptincj992";"p0p93";2001;"25404.6";992;"j"
"IT";"tptincj992";"p0p93";2002;"25458";992;"j"
"IT";"tptincj992";"p0p93";2003;"25229.6";992;"j"
"IT";"tptincj992";"p0p93";2004;"25286.8";992;"j"
"IT";"tptincj992";"p0p93";2005;"25574.5";992;"j"
"IT";"tptincj992";"p0p93";2006;"25850.9";992;"j"
"IT";"tptincj992";"p0p93";2007;"25971.5";992;"j"
"IT";"tptincj992";"p0p93";2008;"25629.4";992;"j"
"IT";"tptincj992";"p0p93";2009;"24112.7";992;"j"
"IT";"tptincj992";"p0p93";2010;"23999.3";992;"j"
"IT";"tptincj992";"p0p93";2011;"23735.9";992;"j"
"IT";"tptincj992";"p0p93";2012;"22322.9";992;"j"
"IT";"tptincj992";"p0p93";2013;"21845.4";992;"j"
"IT";"tptincj992";"p0p93";2014;"21946.3";992;"j"
"IT";"tptincj992";"p0p93";2015;"22261.5";992;"j"
"IT";"tptincj992";"p0p93";2016;"22224.3";992;"j"
"IT";"tptincj992";"p0p93";2017;"22408.9";992;"j"
"IT";"tptincj992";"p0p93";2018;"22804.5";992;"j"
"IT";"tptincj992";"p0p93";2019;"22903.3";992;"j"
"IT";"tptincj992";"p0p93";2020;"20661.8";992;"j"
"IT";"tptincj992";"p0p93";2021;"22555.6";992;"j"
"IT";"tptincj992";"p0p93";2022;"23389.5";992;"j"
"IT";"tptincj992";"p0p93";2023;"23571.2";992;"j"
"IT";"tptincj992";"p0p94";1820;"1575.6";992;"j"
"IT";"tptincj992";"p0p94";1850;"1472.9";992;"j"
"IT";"tptincj992";"p0p94";1880;"1713.8";992;"j"
"IT";"tptincj992";"p0p94";1900;"2087.9";992;"j"
"IT";"tptincj992";"p0p94";1910;"2532.2";992;"j"
"IT";"tptincj992";"p0p94";1920;"2968.3";992;"j"
"IT";"tptincj992";"p0p94";1930;"3525.6";992;"j"
"IT";"tptincj992";"p0p94";1940;"3077.2";992;"j"
"IT";"tptincj992";"p0p94";1950;"6209.5";992;"j"
"IT";"tptincj992";"p0p94";1960;"9962.300000000001";992;"j"
"IT";"tptincj992";"p0p94";1970;"17786";992;"j"
"IT";"tptincj992";"p0p94";1980;"22539.5";992;"j"
"IT";"tptincj992";"p0p94";1981;"22436.5";992;"j"
"IT";"tptincj992";"p0p94";1982;"22288";992;"j"
"IT";"tptincj992";"p0p94";1983;"22396.9";992;"j"
"IT";"tptincj992";"p0p94";1984;"22775.5";992;"j"
"IT";"tptincj992";"p0p94";1985;"22972.6";992;"j"
"IT";"tptincj992";"p0p94";1986;"23111.1";992;"j"
"IT";"tptincj992";"p0p94";1987;"23487.6";992;"j"
"IT";"tptincj992";"p0p94";1988;"23988.4";992;"j"
"IT";"tptincj992";"p0p94";1989;"24443.7";992;"j"
"IT";"tptincj992";"p0p94";1990;"24575.2";992;"j"
"IT";"tptincj992";"p0p94";1991;"24613.1";992;"j"
"IT";"tptincj992";"p0p94";1992;"24355.7";992;"j"
"IT";"tptincj992";"p0p94";1993;"23736.8";992;"j"
"IT";"tptincj992";"p0p94";1994;"23855.6";992;"j"
"IT";"tptincj992";"p0p94";1995;"24239.6";992;"j"
"IT";"tptincj992";"p0p94";1996;"24532.2";992;"j"
"IT";"tptincj992";"p0p94";1997;"24867.5";992;"j"
"IT";"tptincj992";"p0p94";1998;"24938";992;"j"
"IT";"tptincj992";"p0p94";1999;"25457.3";992;"j"
"IT";"tptincj992";"p0p94";2000;"25954.8";992;"j"
"IT";"tptincj992";"p0p94";2001;"26248.5";992;"j"
"IT";"tptincj992";"p0p94";2002;"26296.9";992;"j"
"IT";"tptincj992";"p0p94";2003;"26059.3";992;"j"
"IT";"tptincj992";"p0p94";2004;"26138.2";992;"j"
"IT";"tptincj992";"p0p94";2005;"26402.9";992;"j"
"IT";"tptincj992";"p0p94";2006;"26678.2";992;"j"
"IT";"tptincj992";"p0p94";2007;"26835.1";992;"j"
"IT";"tptincj992";"p0p94";2008;"26449.1";992;"j"
"IT";"tptincj992";"p0p94";2009;"24886.4";992;"j"
"IT";"tptincj992";"p0p94";2010;"24781.5";992;"j"
"IT";"tptincj992";"p0p94";2011;"24489.9";992;"j"
"IT";"tptincj992";"p0p94";2012;"23040.9";992;"j"
"IT";"tptincj992";"p0p94";2013;"22561";992;"j"
"IT";"tptincj992";"p0p94";2014;"22650.8";992;"j"
"IT";"tptincj992";"p0p94";2015;"22966.5";992;"j"
"IT";"tptincj992";"p0p94";2016;"22939.8";992;"j"
"IT";"tptincj992";"p0p94";2017;"23142.9";992;"j"
"IT";"tptincj992";"p0p94";2018;"23555.1";992;"j"
"IT";"tptincj992";"p0p94";2019;"23655.4";992;"j"
"IT";"tptincj992";"p0p94";2020;"21338";992;"j"
"IT";"tptincj992";"p0p94";2021;"23293.7";992;"j"
"IT";"tptincj992";"p0p94";2022;"24154.9";992;"j"
"IT";"tptincj992";"p0p94";2023;"24342.6";992;"j"
"IT";"tptincj992";"p0p95";1820;"1655.2";992;"j"
"IT";"tptincj992";"p0p95";1850;"1548.2";992;"j"
"IT";"tptincj992";"p0p95";1880;"1803.2";992;"j"
"IT";"tptincj992";"p0p95";1900;"2196.1";992;"j"
"IT";"tptincj992";"p0p95";1910;"2650.8";992;"j"
"IT";"tptincj992";"p0p95";1920;"3076";992;"j"
"IT";"tptincj992";"p0p95";1930;"3634";992;"j"
"IT";"tptincj992";"p0p95";1940;"3185.1";992;"j"
"IT";"tptincj992";"p0p95";1950;"6389";992;"j"
"IT";"tptincj992";"p0p95";1960;"10263.1";992;"j"
"IT";"tptincj992";"p0p95";1970;"18201.9";992;"j"
"IT";"tptincj992";"p0p95";1980;"23182";992;"j"
"IT";"tptincj992";"p0p95";1981;"23057.9";992;"j"
"IT";"tptincj992";"p0p95";1982;"22902.2";992;"j"
"IT";"tptincj992";"p0p95";1983;"23011.8";992;"j"
"IT";"tptincj992";"p0p95";1984;"23410.3";992;"j"
"IT";"tptincj992";"p0p95";1985;"23618.7";992;"j"
"IT";"tptincj992";"p0p95";1986;"23772.8";992;"j"
"IT";"tptincj992";"p0p95";1987;"24178.3";992;"j"
"IT";"tptincj992";"p0p95";1988;"24719.8";992;"j"
"IT";"tptincj992";"p0p95";1989;"25197.1";992;"j"
"IT";"tptincj992";"p0p95";1990;"25338.4";992;"j"
"IT";"tptincj992";"p0p95";1991;"25370.6";992;"j"
"IT";"tptincj992";"p0p95";1992;"25115.4";992;"j"
"IT";"tptincj992";"p0p95";1993;"24492.6";992;"j"
"IT";"tptincj992";"p0p95";1994;"24620.7";992;"j"
"IT";"tptincj992";"p0p95";1995;"25027.2";992;"j"
"IT";"tptincj992";"p0p95";1996;"25337.2";992;"j"
"IT";"tptincj992";"p0p95";1997;"25695.3";992;"j"
"IT";"tptincj992";"p0p95";1998;"25779.9";992;"j"
"IT";"tptincj992";"p0p95";1999;"26323.8";992;"j"
"IT";"tptincj992";"p0p95";2000;"26852";992;"j"
"IT";"tptincj992";"p0p95";2001;"27158.4";992;"j"
"IT";"tptincj992";"p0p95";2002;"27200";992;"j"
"IT";"tptincj992";"p0p95";2003;"26951";992;"j"
"IT";"tptincj992";"p0p95";2004;"27055.8";992;"j"
"IT";"tptincj992";"p0p95";2005;"27292.4";992;"j"
"IT";"tptincj992";"p0p95";2006;"27572";992;"j"
"IT";"tptincj992";"p0p95";2007;"27757";992;"j"
"IT";"tptincj992";"p0p95";2008;"27323.6";992;"j"
"IT";"tptincj992";"p0p95";2009;"25709.4";992;"j"
"IT";"tptincj992";"p0p95";2010;"25622.5";992;"j"
"IT";"tptincj992";"p0p95";2011;"25293.1";992;"j"
"IT";"tptincj992";"p0p95";2012;"23809.1";992;"j"
"IT";"tptincj992";"p0p95";2013;"23329.3";992;"j"
"IT";"tptincj992";"p0p95";2014;"23407";992;"j"
"IT";"tptincj992";"p0p95";2015;"23715.9";992;"j"
"IT";"tptincj992";"p0p95";2016;"23703.1";992;"j"
"IT";"tptincj992";"p0p95";2017;"23928.9";992;"j"
"IT";"tptincj992";"p0p95";2018;"24358.3";992;"j"
"IT";"tptincj992";"p0p95";2019;"24459.8";992;"j"
"IT";"tptincj992";"p0p95";2020;"22060.7";992;"j"
"IT";"tptincj992";"p0p95";2021;"24082.7";992;"j"
"IT";"tptincj992";"p0p95";2022;"24973";992;"j"
"IT";"tptincj992";"p0p95";2023;"25167.1";992;"j"
"IT";"tptincj992";"p0p96";1820;"1741.6";992;"j"
"IT";"tptincj992";"p0p96";1850;"1630";992;"j"
"IT";"tptincj992";"p0p96";1880;"1900.5";992;"j"
"IT";"tptincj992";"p0p96";1900;"2314.6";992;"j"
"IT";"tptincj992";"p0p96";1910;"2779.9";992;"j"
"IT";"tptincj992";"p0p96";1920;"3191.6";992;"j"
"IT";"tptincj992";"p0p96";1930;"3748.8";992;"j"
"IT";"tptincj992";"p0p96";1940;"3300";992;"j"
"IT";"tptincj992";"p0p96";1950;"6577.5";992;"j"
"IT";"tptincj992";"p0p96";1960;"10579.4";992;"j"
"IT";"tptincj992";"p0p96";1970;"18632.8";992;"j"
"IT";"tptincj992";"p0p96";1980;"23867.8";992;"j"
"IT";"tptincj992";"p0p96";1981;"23716.8";992;"j"
"IT";"tptincj992";"p0p96";1982;"23552";992;"j"
"IT";"tptincj992";"p0p96";1983;"23662.6";992;"j"
"IT";"tptincj992";"p0p96";1984;"24085.2";992;"j"
"IT";"tptincj992";"p0p96";1985;"24308.4";992;"j"
"IT";"tptincj992";"p0p96";1986;"24483.9";992;"j"
"IT";"tptincj992";"p0p96";1987;"24922.9";992;"j"
"IT";"tptincj992";"p0p96";1988;"25510.2";992;"j"
"IT";"tptincj992";"p0p96";1989;"26012";992;"j"
"IT";"tptincj992";"p0p96";1990;"26162.2";992;"j"
"IT";"tptincj992";"p0p96";1991;"26190.3";992;"j"
"IT";"tptincj992";"p0p96";1992;"25937.8";992;"j"
"IT";"tptincj992";"p0p96";1993;"25311.1";992;"j"
"IT";"tptincj992";"p0p96";1994;"25450";992;"j"
"IT";"tptincj992";"p0p96";1995;"25881.9";992;"j"
"IT";"tptincj992";"p0p96";1996;"26211";992;"j"
"IT";"tptincj992";"p0p96";1997;"26595.2";992;"j"
"IT";"tptincj992";"p0p96";1998;"26696.1";992;"j"
"IT";"tptincj992";"p0p96";1999;"27267.3";992;"j"
"IT";"tptincj992";"p0p96";2000;"27831.7";992;"j"
"IT";"tptincj992";"p0p96";2001;"28152.1";992;"j"
"IT";"tptincj992";"p0p96";2002;"28184.6";992;"j"
"IT";"tptincj992";"p0p96";2003;"27921.5";992;"j"
"IT";"tptincj992";"p0p96";2004;"28055";992;"j"
"IT";"tptincj992";"p0p96";2005;"28261.2";992;"j"
"IT";"tptincj992";"p0p96";2006;"28556.8";992;"j"
"IT";"tptincj992";"p0p96";2007;"28756";992;"j"
"IT";"tptincj992";"p0p96";2008;"28270.7";992;"j"
"IT";"tptincj992";"p0p96";2009;"26596.1";992;"j"
"IT";"tptincj992";"p0p96";2010;"26536.7";992;"j"
"IT";"tptincj992";"p0p96";2011;"26162.8";992;"j"
"IT";"tptincj992";"p0p96";2012;"24640.9";992;"j"
"IT";"tptincj992";"p0p96";2013;"24166.1";992;"j"
"IT";"tptincj992";"p0p96";2014;"24228.7";992;"j"
"IT";"tptincj992";"p0p96";2015;"24525.7";992;"j"
"IT";"tptincj992";"p0p96";2016;"24531.9";992;"j"
"IT";"tptincj992";"p0p96";2017;"24785.6";992;"j"
"IT";"tptincj992";"p0p96";2018;"25233.1";992;"j"
"IT";"tptincj992";"p0p96";2019;"25335.4";992;"j"
"IT";"tptincj992";"p0p96";2020;"22846.8";992;"j"
"IT";"tptincj992";"p0p96";2021;"24940.8";992;"j"
"IT";"tptincj992";"p0p96";2022;"25862.9";992;"j"
"IT";"tptincj992";"p0p96";2023;"26063.9";992;"j"
"IT";"tptincj992";"p0p97";1820;"1835.4";992;"j"
"IT";"tptincj992";"p0p97";1850;"1718.7";992;"j"
"IT";"tptincj992";"p0p97";1880;"2006.3";992;"j"
"IT";"tptincj992";"p0p97";1900;"2443.2";992;"j"
"IT";"tptincj992";"p0p97";1910;"2919.5";992;"j"
"IT";"tptincj992";"p0p97";1920;"3315";992;"j"
"IT";"tptincj992";"p0p97";1930;"3870.2";992;"j"
"IT";"tptincj992";"p0p97";1940;"3422.5";992;"j"
"IT";"tptincj992";"p0p97";1950;"6776.700000000001";992;"j"
"IT";"tptincj992";"p0p97";1960;"10915.3";992;"j"
"IT";"tptincj992";"p0p97";1970;"19082.4";992;"j"
"IT";"tptincj992";"p0p97";1980;"24609.3";992;"j"
"IT";"tptincj992";"p0p97";1981;"24423.4";992;"j"
"IT";"tptincj992";"p0p97";1982;"24247.4";992;"j"
"IT";"tptincj992";"p0p97";1983;"24358.7";992;"j"
"IT";"tptincj992";"p0p97";1984;"24811";992;"j"
"IT";"tptincj992";"p0p97";1985;"25054";992;"j"
"IT";"tptincj992";"p0p97";1986;"25258.7";992;"j"
"IT";"tptincj992";"p0p97";1987;"25737.1";992;"j"
"IT";"tptincj992";"p0p97";1988;"26376.8";992;"j"
"IT";"tptincj992";"p0p97";1989;"26906.6";992;"j"
"IT";"tptincj992";"p0p97";1990;"27064.7";992;"j"
"IT";"tptincj992";"p0p97";1991;"27090.9";992;"j"
"IT";"tptincj992";"p0p97";1992;"26841.3";992;"j"
"IT";"tptincj992";"p0p97";1993;"26211";992;"j"
"IT";"tptincj992";"p0p97";1994;"26362.7";992;"j"
"IT";"tptincj992";"p0p97";1995;"26824.7";992;"j"
"IT";"tptincj992";"p0p97";1996;"27175.2";992;"j"
"IT";"tptincj992";"p0p97";1997;"27589.8";992;"j"
"IT";"tptincj992";"p0p97";1998;"27710.3";992;"j"
"IT";"tptincj992";"p0p97";1999;"28311.9";992;"j"
"IT";"tptincj992";"p0p97";2000;"28920.2";992;"j"
"IT";"tptincj992";"p0p97";2001;"29257";992;"j"
"IT";"tptincj992";"p0p97";2002;"29276.7";992;"j"
"IT";"tptincj992";"p0p97";2003;"28996.4";992;"j"
"IT";"tptincj992";"p0p97";2004;"29163";992;"j"
"IT";"tptincj992";"p0p97";2005;"29334.2";992;"j"
"IT";"tptincj992";"p0p97";2006;"29662.8";992;"j"
"IT";"tptincj992";"p0p97";2007;"29874";992;"j"
"IT";"tptincj992";"p0p97";2008;"29321.6";992;"j"
"IT";"tptincj992";"p0p97";2009;"27573.8";992;"j"
"IT";"tptincj992";"p0p97";2010;"27550.5";992;"j"
"IT";"tptincj992";"p0p97";2011;"27127.5";992;"j"
"IT";"tptincj992";"p0p97";2012;"25565.9";992;"j"
"IT";"tptincj992";"p0p97";2013;"25098.8";992;"j"
"IT";"tptincj992";"p0p97";2014;"25138.7";992;"j"
"IT";"tptincj992";"p0p97";2015;"25422.9";992;"j"
"IT";"tptincj992";"p0p97";2016;"25455.9";992;"j"
"IT";"tptincj992";"p0p97";2017;"25744.9";992;"j"
"IT";"tptincj992";"p0p97";2018;"26211.8";992;"j"
"IT";"tptincj992";"p0p97";2019;"26314.1";992;"j"
"IT";"tptincj992";"p0p97";2020;"23724.7";992;"j"
"IT";"tptincj992";"p0p97";2021;"25899.2";992;"j"
"IT";"tptincj992";"p0p97";2022;"26856.7";992;"j"
"IT";"tptincj992";"p0p97";2023;"27065.4";992;"j"
"IT";"tptincj992";"p0p98";1820;"1956.4";992;"j"
"IT";"tptincj992";"p0p98";1850;"1833.5";992;"j"
"IT";"tptincj992";"p0p98";1880;"2143.3";992;"j"
"IT";"tptincj992";"p0p98";1900;"2608.3";992;"j"
"IT";"tptincj992";"p0p98";1910;"3096.7";992;"j"
"IT";"tptincj992";"p0p98";1920;"3466.2";992;"j"
"IT";"tptincj992";"p0p98";1930;"4015.6";992;"j"
"IT";"tptincj992";"p0p98";1940;"3572.5";992;"j"
"IT";"tptincj992";"p0p98";1950;"7011.700000000001";992;"j"
"IT";"tptincj992";"p0p98";1960;"11312.5";992;"j"
"IT";"tptincj992";"p0p98";1970;"19591.5";992;"j"
"IT";"tptincj992";"p0p98";1980;"25431.8";992;"j"
"IT";"tptincj992";"p0p98";1981;"25199.6";992;"j"
"IT";"tptincj992";"p0p98";1982;"25009.3";992;"j"
"IT";"tptincj992";"p0p98";1983;"25121.4";992;"j"
"IT";"tptincj992";"p0p98";1984;"25610.9";992;"j"
"IT";"tptincj992";"p0p98";1985;"25881.2";992;"j"
"IT";"tptincj992";"p0p98";1986;"26127.5";992;"j"
"IT";"tptincj992";"p0p98";1987;"26653.3";992;"j"
"IT";"tptincj992";"p0p98";1988;"27355.2";992;"j"
"IT";"tptincj992";"p0p98";1989;"27918.3";992;"j"
"IT";"tptincj992";"p0p98";1990;"28082.6";992;"j"
"IT";"tptincj992";"p0p98";1991;"28110";992;"j"
"IT";"tptincj992";"p0p98";1992;"27863.7";992;"j"
"IT";"tptincj992";"p0p98";1993;"27230.3";992;"j"
"IT";"tptincj992";"p0p98";1994;"27398.7";992;"j"
"IT";"tptincj992";"p0p98";1995;"27898.6";992;"j"
"IT";"tptincj992";"p0p98";1996;"28274.3";992;"j"
"IT";"tptincj992";"p0p98";1997;"28725.7";992;"j"
"IT";"tptincj992";"p0p98";1998;"28871.2";992;"j"
"IT";"tptincj992";"p0p98";1999;"29506.8";992;"j"
"IT";"tptincj992";"p0p98";2000;"30171.3";992;"j"
"IT";"tptincj992";"p0p98";2001;"30529";992;"j"
"IT";"tptincj992";"p0p98";2002;"30530.2";992;"j"
"IT";"tptincj992";"p0p98";2003;"30228.5";992;"j"
"IT";"tptincj992";"p0p98";2004;"30427.2";992;"j"
"IT";"tptincj992";"p0p98";2005;"30569.7";992;"j"
"IT";"tptincj992";"p0p98";2006;"30936.2";992;"j"
"IT";"tptincj992";"p0p98";2007;"31171.8";992;"j"
"IT";"tptincj992";"p0p98";2008;"30534.8";992;"j"
"IT";"tptincj992";"p0p98";2009;"28691.9";992;"j"
"IT";"tptincj992";"p0p98";2010;"28703.1";992;"j"
"IT";"tptincj992";"p0p98";2011;"28241.4";992;"j"
"IT";"tptincj992";"p0p98";2012;"26638.2";992;"j"
"IT";"tptincj992";"p0p98";2013;"26170";992;"j"
"IT";"tptincj992";"p0p98";2014;"26178.5";992;"j"
"IT";"tptincj992";"p0p98";2015;"26444.4";992;"j"
"IT";"tptincj992";"p0p98";2016;"26517.4";992;"j"
"IT";"tptincj992";"p0p98";2017;"26852.4";992;"j"
"IT";"tptincj992";"p0p98";2018;"27340.3";992;"j"
"IT";"tptincj992";"p0p98";2019;"27441.6";992;"j"
"IT";"tptincj992";"p0p98";2020;"24735.1";992;"j"
"IT";"tptincj992";"p0p98";2021;"27002.2";992;"j"
"IT";"tptincj992";"p0p98";2022;"28000.5";992;"j"
"IT";"tptincj992";"p0p98";2023;"28218.1";992;"j"
"IT";"tptincj992";"p0p99";1820;"2132.9";992;"j"
"IT";"tptincj992";"p0p99";1850;"2003.7";992;"j"
"IT";"tptincj992";"p0p99";1880;"2344.1";992;"j"
"IT";"tptincj992";"p0p99";1900;"2877.5";992;"j"
"IT";"tptincj992";"p0p99";1910;"3381.1";992;"j"
"IT";"tptincj992";"p0p99";1920;"3698.9";992;"j"
"IT";"tptincj992";"p0p99";1930;"4224.3";992;"j"
"IT";"tptincj992";"p0p99";1940;"3776.3";992;"j"
"IT";"tptincj992";"p0p99";1950;"7313.8";992;"j"
"IT";"tptincj992";"p0p99";1960;"11818.2";992;"j"
"IT";"tptincj992";"p0p99";1970;"20207.6";992;"j"
"IT";"tptincj992";"p0p99";1980;"26385.3";992;"j"
"IT";"tptincj992";"p0p99";1981;"26088";992;"j"
"IT";"tptincj992";"p0p99";1982;"25878.3";992;"j"
"IT";"tptincj992";"p0p99";1983;"25990.9";992;"j"
"IT";"tptincj992";"p0p99";1984;"26529.7";992;"j"
"IT";"tptincj992";"p0p99";1985;"26839.9";992;"j"
"IT";"tptincj992";"p0p99";1986;"27150.7";992;"j"
"IT";"tptincj992";"p0p99";1987;"27735.7";992;"j"
"IT";"tptincj992";"p0p99";1988;"28516.6";992;"j"
"IT";"tptincj992";"p0p99";1989;"29121.9";992;"j"
"IT";"tptincj992";"p0p99";1990;"29289.9";992;"j"
"IT";"tptincj992";"p0p99";1991;"29323.5";992;"j"
"IT";"tptincj992";"p0p99";1992;"29080.5";992;"j"
"IT";"tptincj992";"p0p99";1993;"28445.9";992;"j"
"IT";"tptincj992";"p0p99";1994;"28638.4";992;"j"
"IT";"tptincj992";"p0p99";1995;"29192.5";992;"j"
"IT";"tptincj992";"p0p99";1996;"29600.6";992;"j"
"IT";"tptincj992";"p0p99";1997;"30099.4";992;"j"
"IT";"tptincj992";"p0p99";1998;"30280.7";992;"j"
"IT";"tptincj992";"p0p99";1999;"30954.4";992;"j"
"IT";"tptincj992";"p0p99";2000;"31697.6";992;"j"
"IT";"tptincj992";"p0p99";2001;"32087.2";992;"j"
"IT";"tptincj992";"p0p99";2002;"32058.4";992;"j"
"IT";"tptincj992";"p0p99";2003;"31729.8";992;"j"
"IT";"tptincj992";"p0p99";2004;"31958.3";992;"j"
"IT";"tptincj992";"p0p99";2005;"32080.3";992;"j"
"IT";"tptincj992";"p0p99";2006;"32497.3";992;"j"
"IT";"tptincj992";"p0p99";2007;"32755.1";992;"j"
"IT";"tptincj992";"p0p99";2008;"32005.1";992;"j"
"IT";"tptincj992";"p0p99";2009;"30016.5";992;"j"
"IT";"tptincj992";"p0p99";2010;"30075.5";992;"j"
"IT";"tptincj992";"p0p99";2011;"29630.5";992;"j"
"IT";"tptincj992";"p0p99";2012;"27964.7";992;"j"
"IT";"tptincj992";"p0p99";2013;"27472";992;"j"
"IT";"tptincj992";"p0p99";2014;"27437.8";992;"j"
"IT";"tptincj992";"p0p99";2015;"27697.2";992;"j"
"IT";"tptincj992";"p0p99";2016;"27838.8";992;"j"
"IT";"tptincj992";"p0p99";2017;"28239.1";992;"j"
"IT";"tptincj992";"p0p99";2018;"28750.8";992;"j"
"IT";"tptincj992";"p0p99";2019;"28848.8";992;"j"
"IT";"tptincj992";"p0p99";2020;"25994.3";992;"j"
"IT";"tptincj992";"p0p99";2021;"28376.8";992;"j"
"IT";"tptincj992";"p0p99";2022;"29425.9";992;"j"
"IT";"tptincj992";"p0p99";2023;"29654.5";992;"j"
"IT";"tptincj992";"p0p99.1";1820;"2249.9";992;"j"
"IT";"tptincj992";"p0p99.1";1850;"2117.8";992;"j"
"IT";"tptincj992";"p0p99.1";1880;"2477.6";992;"j"
"IT";"tptincj992";"p0p99.1";1900;"3070.4";992;"j"
"IT";"tptincj992";"p0p99.1";1910;"3583.8";992;"j"
"IT";"tptincj992";"p0p99.1";1920;"3862.6";992;"j"
